objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
cent_054,garcia_photo_4_0793r.jpg,,,"Los Sres. Pimentel, Letayf y De Landa al pie del reloj publico donado por la colonia otomana","Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-22,Inauguración de un reloj público (Turquía),Inauguración;Maquinaria;Turquía,"Ciudad de México, México",19.329561,-99.186782,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",793,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_055,garcia_photo_2_0367r.jpg,,,Niños que juraron la bandera en la Plaza de San Sebastian,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-06,Jura de la bandera por los niños de las escuelas de la Capital,Mujeres;Niños y niñas;Plazas;Multitudes;Banderas;Educación,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",367,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_056,garcia_photo_2_0369r.jpg,,,Otro aspecto de la Plaza de San Sebastián durante la jura de la bandera por los niños,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-06,Jura de la bandera por los niños de las escuelas de la Capital,Mujeres;Niños y niñas;Plazas;Multitudes;Educación;Banderas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",369,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_057,garcia_photo_2_0372r.jpg,,,[Grupo de niñas que juraron la bandera en la Plaza del Carmen],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-06,Jura de la bandera por los niños de las escuelas de la Capital,Mujeres;Niños y niñas;Plazas;Multitudes;Banderas;Educación,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",372,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_058,garcia_photo_2_0376r.jpg,,,[El acto oficial que precedió a la jura de la bandera por los obreros],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-30,Jura de la bandera por los obreros de la Capital,Clase obrera;Banderas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",376,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_059,garcia_photo_2_0379r.jpg,,,La jura de la bandera por los obreros,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-30,Jura de la bandera por los obreros de la Capital,Clase obrera;Banderas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",379,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_060,garcia_photo_4_0850r.jpg,,,[El acto oficial que precedió a la jura de la bandera por los obreros],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-30,Jura de la bandera por los obreros de la Capital,Clase obrera;Banderas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",850,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_061,garcia_photo_2_0380r.jpg,,,La mesa presidencial en la apoteosis de los héroes de la Independencia,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-10-06,La apoteosis de los héroes de la Independencia (Actos cívicos solemnes),,"Ciudad de México, México",19.432445,-99.131193,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",380,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_062,garcia_photo_2_0382r.jpg,,,"Aspecto del catafalco levantado en honor de los héroes de la Independencia, durante la apoteosis de estos","Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-10-06,La apoteosis de los héroes de la Independencia (Actos cívicos solemnes),,"Ciudad de México, México",19.432445,-99.131193,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",382,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_063,garcia_photo_2_0383r.jpg,,,"[Aspecto del catafalco levantado en honor de los héroes de la Independencia, durante la apoteosis de estos]","Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-10-06,La apoteosis de los héroes de la Independencia (Actos cívicos solemnes),,"Ciudad de México, México",19.432445,-99.131193,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",383,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_064,garcia_photo_1_0086r.jpg,,,La concurrencia a la ceremonia relativa al monumento a Isabel la Católica,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-09,Monumento á Isabel la Católica (Actos oficiales solemnes),"Monumentos;Colocación de la primera piedra;España;Isabella I, Queen of Spain, 1451-1504","Ciudad de México, México",19.295863,-99.011768,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",86,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_065,garcia_photo_1_0088r.jpg,,,La mesa presidencial en la ceremonia relativa al monumento a Isabel la Católica,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-09,Monumento á Isabel la Católica (Actos oficiales solemnes),"Monumentos;Colocación de la primera piedra;España;Isabella I, Queen of Spain, 1451-1504","Ciudad de México, México",19.295863,-99.011768,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",88,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_066,garcia_photo_1_0089r.jpg,,,El Sr. presidente presidiendo el acto oficial el día de la colocación de la primera piedra del monumento a Isabel la Católica.,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-09,Monumento á Isabel la Católica (Actos oficiales solemnes),"Monumentos;Colocación de la primera piedra;España;Isabella I, Queen of Spain, 1451-1504;Díaz, Porfirio, 1830-1915","Ciudad de México, México",19.295863,-99.011768,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",89,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_067,garcia_photo_1_0106r.jpg,,,[S. E. el Sr. Embajador Permanente de Estados Unidos llega a la tribuna oficial donde se efectuó el acto relativo al monumento a Washington],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-11,Monumento á Washington (Estados Unidos de América),"Embajadores;Monumentos;Estados Unidos de América;Wilson, Henry Lane, 1857-1932;Washington, George, 1732-1799","Ciudad de México, México",19.42771,-99.158663,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",106,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_068,garcia_photo_1_0107r.jpg,,,El Sr. Presidente de la República llega a la tribuna oficial donde se efectuó el acto relativo al monumento a Washington,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-11,Monumento á Washington (Estados Unidos de América),"Monumentos;Estados Unidos de América;Díaz, Porfirio, 1830-1915;Washington, George, 1732-1799","Ciudad de México, México",19.42771,-99.158663,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",107,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_069,garcia_photo_1_0108r.jpg,,,S. E. el Sr. Embajador Permanente de Estados Unidos pronuncia su discurso relativo al monumento a Washington,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-11,Monumento á Washington (Estados Unidos de América),"Monumentos;Estados Unidos de América;Washington, George, 1732-1799","Ciudad de México, México",19.42771,-99.158663,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",108,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_070,garcia_photo_3_0558r.jpg,,,[El acto de la inauguración de las obras de la Penitenciaria],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-29,Obras de ampliación de la Penitenciaria del Distrito Federal (Inauguraciones),Inauguraciones;Cárceles,"Ciudad de México, México",19.436505,-99.115872,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",558,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_071,garcia_photo_3_0559r.jpg,,,[El Sr. Vicepresidente de la Republica visita la Penitenciaria],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-29,Obras de ampliación de la Penitenciaria del Distrito Federal (Inauguraciones),"Inauguraciones;Cárceles;Corral, Ramón, 1854-1912","Ciudad de México, México",19.436505,-99.115872,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",559,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_072,garcia_photo_3_0564r.jpg,,,[El Sr. Vicepresidente de la Republica visita la Penitenciaria],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-29,Obras de ampliación de la Penitenciaria del Distrito Federal (Inauguraciones),"Mujeres;Inauguraciones;Cárceles;Corral, Ramón, 1854-1912","Ciudad de México, México",19.436505,-99.115872,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",564,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_073,garcia_photo_2_0463r.jpg,,,[Aspecto de una estación de las obras de aguas potables],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-21,Obras de aprovisionamiento de aguas (Inauguraciones),Inauguraciones;Obras públicas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",463,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_074,garcia_photo_2_0467r.jpg,,,[Aspecto de una estación de las obras de aguas potables],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-21,Obras de aprovisionamiento de aguas (Inauguraciones),Mujeres;Inauguraciones;Obras públicas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",467,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_075,garcia_photo_2_0468r.jpg,,,Torre de entrada al estanque donde se efectuó el acto relativo a las obras de aguas potables,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-21,Obras de aprovisionamiento de aguas (Inauguraciones),Inauguraciones;Obras públicas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",468,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_076,garcia_photo_2_0475r.jpg,,,Aspecto exterior de la tienda donde se efectuó el acto de la inauguración de las obras de ensanche del Desagüe,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-26,Obras de ensanche del Desagüe del Valle (Inauguraciones),Inauguraciones;Obras públicas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",475,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_077,garcia_photo_2_0478r.jpg,,,Los invitados recorren las obras exteriores del tunel de Tequixquiac,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-26,Obras de ensanche del Desagüe del Valle (Inauguraciones),Inauguraciones;Obras públicas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",478,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_078,garcia_photo_2_0481r.jpg,,,Vista general de las obras exteriores del túnel de Tequixquiac,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-26,Obras de ensanche del Desagüe del Valle (Inauguraciones),Inauguraciones;Obras públicas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",481,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_079,garcia_photo_1_0022r.jpg,,,Los marinos argentinos marchan a depositar su ofrenda de flores ante la Columna de la Independencia,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-18,Ofrenda de flores ante la Columna de la Independencia (Argentina),Inauguración;Arquitectura;Monumentos;Regalos diplomáticos;Argentina,"Ciudad de México, México",19.427025,-99.167665,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",22,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_080,garcia_photo_3_0551r.jpg,,,Los obreros en valla de honor frente a las obras del Palacio Legislativo,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-23,Palacio del Poder Legislativo (Colocaciones de primevas piedras),Fotógrafos;Colocación de la primera piedra;Poder legislativo;Arquitectura,"Ciudad de México, México",19.430278,-99.1175,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",551,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_081,garcia_photo_3_0552r.jpg,,,Salida de la concurrencia al acto de la colocación de la primera piedra del Palacio Legislativo,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-23,Palacio del Poder Legislativo (Colocaciones de primevas piedras),Fotógrafos;Colocación de la primera piedra;Poder legislativo;Arquitectura,"Ciudad de México, México",19.430278,-99.1175,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",552,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_082,garcia_photo_3_0556r.jpg,,,Un teatro del Parque Obrero de Valbuena,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-17,Parque Obrero de Valbuena (Inauguraciones),Mujeres;Indígenas;Inauguraciones;Parques;Clase obrera,"Ciudad de México, México",19.415772,-99.107331,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",556,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_083,garcia_photo_3_0557r.jpg,,,Los columpios del Parque Obrero de Valbuena,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-17,Parque Obrero de Valbuena (Inauguraciones),Inauguraciones;Parques;Clase obrera,"Ciudad de México, México",19.415772,-99.107331,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",557,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_084,garcia_photo_4_0924r.jpg,,,Un kiosco del Parque Obrero de Valbuena,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-17,Parque Obrero de Valbuena (Inauguraciones),Mujeres;Indígenas;Inauguraciones;Parques;Clase obrera,"Ciudad de México, México",19.415772,-99.107331,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",924,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_085,garcia_photo_2_0286r.jpg,,,[Grupo de individuos de la procesión de antorcha],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-19,Procesión de antorchas (Procesiones públicas),Procesiones;Vida nocturna,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",286,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_086,garcia_photo_2_0287r.jpg,,,[Grupo de individuos de la procesión de antorcha],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-19,Procesión de antorchas (Procesiones públicas),Procesiones;Vida nocturna,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",287,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_087,garcia_photo_2_0288r.jpg,,,Grupo de individuos de la procesión de antorcha,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-19,Procesión de antorchas (Procesiones públicas),Procesiones;Vida nocturna,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",288,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_088,garcia_photo_3_0716r.jpg,,,[Vista general de los asistentes a las maniobras militares],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-25,Simulacro de batalla,Recreaciones históricas;Fuerzas Armadas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",716,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_089,garcia_photo_3_0717r.jpg,,,[Vista general de los asistentes a las maniobras militares],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-25,Simulacro de batalla,Recreaciones históricas;Fuerzas Armadas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",717,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_090,garcia_photo_3_0718r.jpg,,,Carruajes de los concurrentes a las maniobras militares,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-25,Simulacro de batalla,Recreaciones históricas;Fuerzas Armadas,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",718,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_091,garcia_photo_2_0400r.jpg,,,Edificio de los Telégrafos Federales,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-16,El Grito,Arquitectura;Vida en la calle,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",400,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_092,garcia_photo_2_0401r.jpg,,,"Edificio de ""La Valenciana""","Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-16,El Grito,Arquitectura;Vida en la calle,"Ciudad de México, México",19.383972,-99.057519,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",401,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_093,garcia_photo_2_0402r.jpg,,,Casa del Sr. Vicepresidente de la Republica,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-16,El Grito,"Arquitectura;Vida en la calle;Corral, Ramón, 1854-1912","Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",402,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_094,garcia_photo_2_0422r.jpg,,,[Edificio del Centro Mercantil],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-16,El Grito,Arquitectura;Vida en la calle,"Ciudad de México, México",19.432083,-99.134592,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",422,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_095,garcia_photo_2_0423r.jpg,,,Edificio de los Ferrocarriles Nacionales,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-16,El Grito,Arquitectura;Vida en la calle,"Ciudad de México, México",19.459149,-99.179932,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",423,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_096,garcia_photo_2_0427r.jpg,,,La Droguería de la Profesa iluminada,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-15,El Grito,Alumbrado eléctrico;Vida nocturna,"Ciudad de México, México",19.433805,-99.136659,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",427,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_097,garcia_photo_2_0428r.jpg,,,Edificio de «La Ciudad de Londres»,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-15,El Grito,Arquitectura;Alumbrado eléctrico;Vida nocturna,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",428,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_098,garcia_photo_2_0432r.jpg,,,[El edificio de la Compañía Mexicana de Luz y Fuerza Motriz iluminado],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-15,El Grito,Arquitectura;Alumbrado eléctrico;Vida nocturna,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",432,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_099,garcia_photo_2_0434r.jpg,,,"El edificio de ""La Esmeralda"" iluminado","Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-15,El Grito,Arquitectura;Alumbrado eléctrico;Vida nocturna,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",434,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_100,garcia_photo_2_0436r.jpg,,,El edificio de Correos iluminado,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-15,El Grito,Arquitectura;Alumbrado eléctrico;Vida nocturna,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",436,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_101,garcia_photo_4_0867r.jpg,,,La estación del Ferrocarril Mexicano iluminada,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-15,El Grito,Alumbrado eléctrico;Vida nocturna,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",867,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_102,garcia_photo_4_0868r.jpg,,,El edificio de la Compañía Mexicana de Luz y Fuerza Motriz iluminado,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-15,El Grito,Arquitectura;Alumbrado eléctrico;Vida nocturna,"Ciudad de México, México",,,"Genaro García Collection: Photographs, Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",868,Image;StillImage,image/jpeg,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_103,garcia_photo_1_0001r.jpg,,,El crucero “Freya” en la bahía de Veracruz,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-03,Alemania (Representantes especiales),"Barcos;Cónsul;Alemania;Veracruz, México","Ciudad de México, México",19.19979497,-96.11899769,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",1,Image;StillImage,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_104,garcia_photo_2_0469r.jpg,,,La concurrencia al acto de la colocación de la primera piedra de la Cárcel General,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-03,Cárcel General (Colocaciones de primevas piedras),"Arquitectura;Cárceles;Planos;Colocación de la primera piedra;Corral, Ramón, 1854-1912;Creel, Enrique C., 1854-1931;Fernández, Leandro;Fernández, Justino, 1828-1911;Núñez, Roberto, 1859-1912","Ciudad de México, México",18.90460402,-98.48135926,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",469,Image;StillImage,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
cent_105,garcia_photo_4_0883r.jpg,,,El Sr. Vicepresidente de la República coloca la primera piedra de la Cárcel General,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-03,Cárcel General (Colocaciones de primevas piedras),"Arquitectura;Cárceles;Colocación de la primera piedra;Corral, Ramón, 1854-1912;Creel, Enrique C., 1854-1931;Fernández, Leandro;Fernández, Justino, 1828-1911;Núñez, Roberto, 1859-1912","Ciudad de México, México",18.90460402,-98.48135926,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",883,Image;StillImage,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/
